Product,Rating,MRP,Offer_Price,Discount,Reviews,Brand,Discounted_Price
Tunifi F9 Earbuds Upto 48 Hours Playtime with ASAP Char...,3.8,7999.0,799.0,90% off,(414),Tunifi,7200.0
PTron Bassbuds Rush Bluetooth Gaming Headset,3.5,3199.0,1489.0,53% off,(13),PTron,1710.0
DigiClues Earbuds M28 Upto 48 Hours Playback with Power...,3.6,4999.0,933.0,81% off,(103),DigiClues,4066.0
LORANS M10 TWS Bluetooth Wireless Earbuds With 2000 mAh...,3.7,1999.0,669.0,66% off,(97),LORANS,1330.0
"Noise Air Buds Mini with 15 Hours Playtime, Tru Bass Te...",3.9,2999.0,999.0,66% off,"(2,07,670)",Noise,2000.0
"Mivi DuoPods F70 ENC with Quad Mic, 50+ Hrs Playtime| M...",4.1,2999.0,1499.0,50% off,"(38,219)",Mivi,1500.0
GREEN BIRD in-Ear Truly Wireless Earbuds with Fast Char...,3.5,1499.0,490.0,67% off,"(3,562)",GREEN,1009.0
Mivi DuoPods M20 True Wireless Bluetooth Headset,3.8,2999.0,1199.0,60% off,"(2,92,257)",Mivi,1800.0
Boult Audio AirBass GearPods with 32H Playtime Bluetoot...,3.7,5999.0,1099.0,81% off,"(1,30,230)",Boult,4900.0
HOPPUP MONOBUD with Bluetooth 5.2 and Fast Charging Blu...,3.9,1499.0,499.0,66% off,(757),HOPPUP,1000.0
"Skullcandy Grind True Wireless Earbuds, Voice Control B...",3.9,12999.0,6950.0,46% off,(15),Skullcandy,6049.0
realme Buds Air 2 with Active Noise Cancellation (ANC) ...,4.1,4999.0,3299.0,34% off,"(1,31,240)",realme,1700.0
"Boult Audio Airbass Z35 with ZEN ENC Mic, 32H Playtime,...",4.1,2999.0,1299.0,56% off,"(8,665)",Boult,1700.0
NKL 004 Pro Bluetooth Earbuds And Portable Charging Cas...,4.2,2299.0,899.0,60% off,(5),NKL,1400.0
deamflum Earbuds M11 Upto 48 Hours Playback Bluetooth H...,3.3,2999.0,689.0,77% off,(81),deamflum,2310.0
Skullcandy Indy Evo Bluetooth Headset,3.6,12999.0,5499.0,57% off,(510),Skullcandy,7500.0
Aroma NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,3.7,1999.0,599.0,70% off,"(1,512)",Aroma,1400.0
Karan Traders M10 Earbuds/TWS/buds 5.1 Earbuds with 280...,,2099.0,636.0,69% off,,Karan,1463.0
snowbudy Note 9PRO Wireless Earbuds with Support Upto 6...,,2199.0,549.0,75% off,,snowbudy,1650.0
CIHYARD CH-3 VERY POWERFUL BASS BOOSTED MINI (GREEN) AI...,3.2,2199.0,806.0,63% off,(6),CIHYARD,1393.0
"Boult Audio Airbass Z35 with ZEN ENC Mic, 32H Playtime,...",4.1,2999.0,1299.0,56% off,"(8,665)",Boult,1700.0
Jabra Elite 4 Active with Active Noise Cancellation Blu...,4.2,10999.0,6999.0,36% off,(763),Jabra,4000.0
boAt Airdopes 381 with upto 20 Hours Playback and ASAP ...,3.9,4990.0,2399.0,51% off,"(2,71,282)",boAt,2591.0
"Wings Phantom 540 Earbuds with 45 hrs Playtime, ENC Gam...",,2999.0,1299.0,56% off,,Wings,1700.0
Boult Audio Airbass X50 Wireless Earphone / X50 Bluetoo...,4.1,4999.0,1499.0,70% off,"(13,568)",Boult,3500.0
thejunni i12 Earpods Bluetooth Headset With Mic Fast ch...,,1399.0,507.0,63% off,,thejunni,892.0
Cocu BUDS A1 SURROUND SOUND WITH 30HRS PLAYTIME Bluetoo...,3.9,4999.0,1077.0,78% off,(244),Cocu,3922.0
MEETACH Exclusive M10 High-quality wireless bluetooth h...,,6999.0,699.0,90% off,,MEETACH,6300.0
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,3.7,1999.0,599.0,70% off,"(1,877)",Aroma,1400.0
"GOVO GOBUDS 600 True Wireless Earbuds,ENC,40H Playtime,...",3.9,3899.0,1299.0,66% off,(336),GOVO,2600.0
"UPOZA Earbuds M29 Pro with 13mm Drivers, 40Hrs Playback...",3,4999.0,759.0,84% off,(5),UPOZA,4240.0
P3A Bluetooth Pack of 2 Bluetooth Headset,3.5,1998.0,327.0,83% off,(772),P3A,1671.0
"Noise Air Buds Mini with 15 Hours Playtime, Tru Bass Te...",3.9,2999.0,999.0,66% off,"(2,07,670)",Noise,2000.0
Skullcandy Dime Truly wireless in Ear Earbuds with micr...,3.5,7499.0,2499.0,66% off,"(1,046)",Skullcandy,5000.0
Life Like F9-5 V5.1 TWS 1500 mAh Power Bank Charging Bo...,3.9,1999.0,664.0,66% off,(42),Life,1335.0
GAGANDEEP TWS i12 Bluetooth Wireless Earphone Touch Sen...,3.5,2999.0,499.0,83% off,(10),GAGANDEEP,2500.0
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,3.7,1999.0,599.0,70% off,"(1,877)",Aroma,1400.0
York Series M10 Earbuds BT5.1 Wireless Earbuds with 280...,4,1999.0,583.0,70% off,(3),York,1416.0
"DigiClues Gaming Pro M5 with ENC HD+ Calling, Deep Bass...",,7999.0,999.0,87% off,,DigiClues,7000.0
FINGER THREE Premium TWS I12 Twins touch sensor Bluetoo...,,2699.0,474.0,82% off,,FINGER,2225.0
Tunifi F9 Earbuds Upto 48 Hours Playtime with ASAP Char...,3.8,7999.0,799.0,90% off,(414),Tunifi,7200.0
Life Zest 3d touch sesnsor and charging with latest fea...,,3266.0,522.0,84% off,,Life,2744.0
HOPPUP SYNC with Bluetooth 5.1 & Type C Fast Charging B...,3.9,1499.0,699.0,53% off,"(10,535)",HOPPUP,800.0
Portronics HARMONICS RWINS S3 Smart TWS Bluetooth 5.2 E...,3.9,1999.0,1299.0,35% off,(14),Portronics,700.0
"Noise Air Buds Mini with 15 Hours Playtime, Tru Bass Te...",3.9,2999.0,999.0,66% off,"(2,07,670)",Noise,2000.0
NKL 004 Pro Bluetooth Earbuds And Portable Charging Cas...,4.2,2299.0,899.0,60% off,(5),NKL,1400.0
deamflum Earbuds M11 Upto 48 Hours Playback Bluetooth H...,3.3,2999.0,689.0,77% off,(81),deamflum,2310.0
flying india Premium TWS L21 True HIFI Bluetooth Earbud...,,2199.0,450.0,79% off,,flying,1749.0
MI-STS Wireless Sensor Earbud Touch With Charging Case ...,3.4,1499.0,649.0,56% off,"(1,897)",MI-STS,850.0
Karan Traders M10 Earbuds/TWS/buds 5.1 Earbuds with 280...,,2099.0,636.0,69% off,,Karan,1463.0
thejunni i12 Earpods Bluetooth Headset With Mic Fast ch...,,1399.0,507.0,63% off,,thejunni,892.0
Cocu BUDS A1 SURROUND SOUND WITH 30HRS PLAYTIME Bluetoo...,3.9,4999.0,1077.0,78% off,(244),Cocu,3922.0
"Wings Phantom 540 Earbuds with 45 hrs Playtime, ENC Gam...",,2999.0,1299.0,56% off,,Wings,1700.0
MEETACH Exclusive M10 High-quality wireless bluetooth h...,,6999.0,699.0,90% off,,MEETACH,6300.0
boAt Airdopes 381 with upto 20 Hours Playback and ASAP ...,3.9,4990.0,2399.0,51% off,"(2,71,282)",boAt,2591.0
Skullcandy Dime 2 Bluetooth Headset,3.4,7999.0,2599.0,67% off,(240),Skullcandy,5400.0
"JBL Wave 200 TWS, 20Hr Playback,Deep Bass,Dual Connect,...",3.7,5999.0,2399.0,60% off,"(1,353)",JBL,3600.0
Jabra Elite 4 Active with Active Noise Cancellation Blu...,4.2,10999.0,6999.0,36% off,(763),Jabra,4000.0
CIHYARD CH-3 VERY POWERFUL BASS BOOSTED MINI (GREEN) AI...,3.2,2199.0,806.0,63% off,(6),CIHYARD,1393.0
GAGANDEEP TWS i12 Bluetooth Wireless Earphone Touch Sen...,3.5,2999.0,499.0,83% off,(10),GAGANDEEP,2500.0
P3A Bluetooth Pack of 2 Bluetooth Headset,3.5,1998.0,327.0,83% off,(772),P3A,1671.0
Skullcandy Dime Truly wireless in Ear Earbuds with micr...,3.5,7499.0,2499.0,66% off,"(1,046)",Skullcandy,5000.0
Basssy Earbuds Mini Truly Wireless Earbuds Bluetooth He...,,1100.0,550.0,50% off,,Basssy,550.0
Life Like F9-5 V5.1 TWS 1500 mAh Power Bank Charging Bo...,3.9,1999.0,664.0,66% off,(42),Life,1335.0
FINGER THREE Premium TWS I12 Twins touch sensor Bluetoo...,,2699.0,474.0,82% off,,FINGER,2225.0
Accruma TWSI7 Wireless Twins Lite Weight Portable Wirel...,2.9,899.0,373.0,58% off,(8),Accruma,526.0
DIZO Buds Z Power with 30h Total Playtime & 10mm Dynami...,3.5,3499.0,1999.0,42% off,(94),DIZO,1500.0
York Series M10 Earbuds BT5.1 Wireless Earbuds with 280...,4,1999.0,583.0,70% off,(3),York,1416.0
"DigiClues Gaming Pro M5 with ENC HD+ Calling, Deep Bass...",,7999.0,999.0,87% off,,DigiClues,7000.0
LELISKO TWS Earbud with Touch IPX4 Sweat & Splash Proof...,3.9,2099.0,599.0,71% off,(36),LELISKO,1500.0
Life Zest 3d touch sesnsor and charging with latest fea...,,3266.0,522.0,84% off,,Life,2744.0
HOPPUP SYNC with Bluetooth 5.1 & Type C Fast Charging B...,3.9,1499.0,699.0,53% off,"(10,535)",HOPPUP,800.0
MR ROBOT K1 Wireless Bluetoth Single Ear Headset Earbud...,,999.0,219.0,78% off,,MR,780.0
"Noise Air Buds 2 with 40 Hours Playtime, 13mm Driver, Q...",4,4999.0,1899.0,62% off,(875),Noise,3100.0
Digiwins Earbuds M28 Upto 48 Hours Playback with Power-...,3.3,4999.0,949.0,81% off,(3),Digiwins,4050.0
DigiClues Earbuds L21 Bluetooth Headset,3.9,3999.0,645.0,83% off,(58),DigiClues,3354.0
GIIG Bluetooth v5.2Headset.Its time to take your with ...,,3390.0,880.0,74% off,,GIIG,2510.0
UPOZA Gaming K79 boat Earbuds/TWs/buds 5.1 Earbuds with...,4.4,7999.0,1299.0,83% off,(23),UPOZA,6700.0
SHOPLINE i12 tws earpods Bluetooth Headset Bluetooth He...,,999.0,429.0,57% off,,SHOPLINE,570.0
NECKTECH Exclusive Earbuds F9 Wireless with Power Bank ...,,1999.0,664.0,66% off,,NECKTECH,1335.0
"Microflash (2000mah) Voice Assistance, Led Display & To...",4,2499.0,719.0,71% off,"(1,305)",Microflash,1780.0
exotech Earpods pro 3 black tws premium Bluetooth Heads...,3.8,1899.0,520.0,72% off,(48),exotech,1379.0
DigiClues Earbuds M30 with Power-Bank Bluetooth Headset,3.7,4999.0,810.0,83% off,(25),DigiClues,4189.0
Ethnix Earbuds S1 Pro+ with 13mm Drivers Upto40HrsPlayb...,4,4999.0,1519.0,69% off,(21),Ethnix,3480.0
exotech Pro 3 tws earpod Bluetooth Headset,4.1,1499.0,510.0,65% off,(23),exotech,989.0
HOPPUP SYNC with Bluetooth 5.1 & Type C Fast Charging B...,3.9,1499.0,699.0,53% off,"(10,535)",HOPPUP,800.0
"Makzee SUPER BLASTER MAKE IN INDIA 40hrs Playtime, Late...",4.3,1499.0,699.0,53% off,(59),Makzee,800.0
blue seed BBD-S19 True wireless Portable Bluetooth Head...,3.7,1599.0,539.0,66% off,"(26,525)",blue,1060.0
ASTOUND D25-T2 True Wireless Bluetooth Headset Bluetoot...,,2499.0,1186.0,52% off,,ASTOUND,1313.0
PHILIPS TAT2206BK True Wireless (TWS Earbuds) with IPX4...,3.6,6999.0,2469.0,64% off,(708),PHILIPS,4530.0
flying india New Edition TWS M19 Gaming Earbuds Bluetoo...,,2199.0,569.0,74% off,,flying,1630.0
delphine Tws Air 2 Bluetooth Headset,3.7,1999.0,599.0,70% off,(14),delphine,1400.0
"boAt Airdopes 393ANC with Hybrid ANC, Quad Mics ENx & 3...",3.7,4990.0,2999.0,39% off,(596),boAt,1991.0
CARRON CH-9 Pull Fire - 48 Hours Playtime Bluetooth Hea...,3.8,1999.0,499.0,75% off,(16),CARRON,1500.0
Varni Airgo TWS Earbuds with 12H Playtime Bluetooth Hea...,3.5,2999.0,999.0,66% off,(198),Varni,2000.0
crezz N21 Bluetooth5.1 Pull Headset Waterproof yes In-E...,,1999.0,899.0,55% off,,crezz,1100.0
Worricow HD Bass Wireless Bluetooth Neckband Earbud Hea...,,1299.0,499.0,61% off,,Worricow,800.0
"Motile I7S TWS Truly Wireless Bluetooth Buds, Both Side...",3,999.0,399.0,60% off,(6),Motile,600.0
flying india Premium TWS L21 True HIFI Bluetooth Earbud...,,2199.0,474.0,78% off,,flying,1725.0
DigiClues Earbuds M90 Pro with Power-Bank Bluetooth Hea...,4.4,4999.0,825.0,83% off,(17),DigiClues,4174.0
x pulse M10 Earbuds/ipod/buds 5.1 Earbuds with 280H Pla...,,1499.0,599.0,60% off,,x,900.0
GadgetX i7 Twins (Dual L/R) True Wireless Earbuds Mini ...,3.3,999.0,399.0,60% off,(145),GadgetX,600.0
MOOZMOB Latest Version B11 Neckband Bluetooth Neckband ...,3.4,1499.0,296.0,80% off,(112),MOOZMOB,1203.0
Pailor L-21 BLUETOOTH HEADPHONE Bluetooth Headset,3.1,1999.0,499.0,75% off,(7),Pailor,1500.0
"Home Story AIRYPOD TWS EARBUDS, Bass+ 20 H Playtime & F...",3.5,1499.0,549.0,63% off,(27),Home,950.0
GENTLEMOB Latest Ninja xpods Tws 5.0 True wireless earb...,3.8,1999.0,640.0,67% off,(5),GENTLEMOB,1359.0
"LELISKO F9 with 13mm Drivers, 48Hrs Playback, ENC Techn...",3.5,4999.0,587.0,88% off,(11),LELISKO,4412.0
myxes M19 Tws Ecouteur Headsets Earphones Wireless Earb...,3.8,1999.0,699.0,65% off,"(1,533)",myxes,1300.0
myxes F9 Wireless Earbuds Premium Quality Noise Reducti...,,1999.0,649.0,67% off,,myxes,1350.0
"Home Story AIRYPOD TWS EARBUDS, Bass+ 20 H Playtime & F...",3.6,1499.0,569.0,62% off,"(3,587)",Home,930.0
"Kabeer enterprises B235 with ASAP Charge, 10mm Drivers ...",2.6,2999.0,499.0,83% off,(5),Kabeer,2500.0
Skullcandy Dime 2 Bluetooth Headset,3.4,7999.0,2699.0,66% off,(240),Skullcandy,5300.0
flying india Premium TWS M90 with PowerBank Gaming Earb...,3.7,2199.0,631.0,71% off,(51),flying,1568.0
MR ROBOT K1 Wireless Bluetoth Single Ear Headset Earbud...,,999.0,219.0,78% off,,MR,780.0
GREE MATT Wireless Earbuds with Power Bank M10 Earbuds ...,,2599.0,599.0,76% off,,GREE,2000.0
GENTLEMOB Earbuds/Tws/xpods Pro 3 M10 true wireless Ear...,3.8,1499.0,589.0,60% off,(8),GENTLEMOB,910.0
LIVEBEAT TWS GAMING + LISTNING DUAL MODE EARBUDS BLACK ...,3.8,1499.0,999.0,33% off,(526),LIVEBEAT,500.0
DIGIBUDS Earbuds L21 with ASAP Charge Bluetooth Headset,3.5,2499.0,699.0,72% off,(143),DIGIBUDS,1800.0
JAMMY ZONES Premium M19 tws bluetooth 5.0 wireless Digi...,4,1999.0,683.0,65% off,(19),JAMMY,1316.0
Aroma NB136B Launcher Gaming Earbuds Bluetooth Gaming H...,3.8,2799.0,729.0,73% off,(505),Aroma,2070.0
Syska SonicBuds X3 Bluetooth Headset,3.8,3999.0,1099.0,72% off,(144),Syska,2900.0
Skullcandy Indy Evo Bluetooth Headset,3.6,12999.0,6499.0,50% off,(510),Skullcandy,6500.0
"CrossBeats New Opera Earbuds with 60hours playtime, 13m...",3.6,5999.0,2499.0,58% off,(21),CrossBeats,3500.0
"JBL Live Pro 2, Active Adaptive Noise Cancellation, 40H...",4.3,16999.0,13999.0,17% off,(136),JBL,3000.0
HRX X-Drops 440G Bluetooth Headset,3.9,2999.0,1499.0,50% off,"(2,941)",HRX,1500.0
TRUETAG F9 Wireless Fingerprint Touch Headphones Hifi S...,,3999.0,689.0,82% off,,TRUETAG,3310.0
TecSox Electra Wireless Earbuds| IPX| 40hrs Best Low La...,3.6,4999.0,1499.0,70% off,(8),TecSox,3500.0
Raman Sales M19 / M90 / M10 / Bluetooth 5.0 Wireless Ea...,,2299.0,685.0,70% off,,Raman,1614.0
Boult Audio AirBass GearPods with 32H Playtime Bluetoot...,3.7,5999.0,1099.0,81% off,"(1,30,230)",Boult,4900.0
Jabra Talk 65 Bluetooth Headset,4.1,6999.0,5998.0,14% off,(34),Jabra,1001.0
BHAVISHU i7 TWS Ear Buds Wireless Bluetooth Headset Ear...,3.5,1999.0,375.0,81% off,(235),BHAVISHU,1624.0
Motile Bluetooth Earphone with Mic HEADPHONE Bluetooth ...,,999.0,399.0,60% off,,Motile,600.0
"Boult Audio Airbass Z35 with ZEN ENC Mic, 32H Playtime,...",4.1,2999.0,1299.0,56% off,"(8,665)",Boult,1700.0
Earboss L21 Earbuds/ipod/ buds/Airdopes 5.0 Bluetooth H...,3.8,1999.0,599.0,70% off,(121),Earboss,1400.0
Sennheiser CX True Wireless Earbuds for Music & calls w...,4.8,10990.0,8990.0,18% off,(8),Sennheiser,2000.0
"ultiads 40 Hours Playtime with Crystal Sound, Noise Can...",,5999.0,1334.0,77% off,,ultiads,4665.0
Aroma NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,3.7,1999.0,599.0,70% off,"(1,512)",Aroma,1400.0
"truke BTG Alpha Earbuds with Game Mode, 38H Playtime, 7...",3.9,2499.0,1299.0,48% off,"(15,458)",truke,1200.0
Candytech AirCamo Pro Bluetooth Headset,4.3,2799.0,1499.0,46% off,(6),Candytech,1300.0
Motile Bluetooth Earphone with Mic HEADPHONE Bluetooth ...,,999.0,399.0,60% off,,Motile,600.0
"Boult Audio Airbass Z35 with ZEN ENC Mic, 32H Playtime,...",4.1,2999.0,1299.0,56% off,"(8,665)",Boult,1700.0
TECHFIRE AF_1 L21TWS Bluetooth 5.0 Earphones Wireless B...,3.7,1399.0,599.0,57% off,"(2,217)",TECHFIRE,800.0
"TRUETAG M10 EARBUDS, IPX7 Waterproof, 2200mAh Battery &...",,1999.0,699.0,65% off,,TRUETAG,1300.0
Adone Earbuds Ear Buds Wireless Ear Pods Ear Buds Bluet...,3.4,2599.0,519.0,80% off,(8),Adone,2080.0
Boult Audio Airbass X50 Wireless Earphone / X50 Bluetoo...,4.1,4999.0,1499.0,70% off,"(13,568)",Boult,3500.0
GREE MATT M10 TWS 2200 mAh Power Bank Charging Box EarB...,4.4,5999.0,619.0,89% off,(5),GREE,5380.0
namo sales M10 IN EAR TWS BLUETOOTH TOUCH Bluetooth Hea...,,2299.0,499.0,78% off,,namo,1800.0
"DigiClues P47 Wireless Sports Headphones with Mic, Ster...",3,1999.0,569.0,71% off,(4),DigiClues,1430.0
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,3.7,1999.0,599.0,70% off,"(1,877)",Aroma,1400.0
ashron i12 tws Bluetooth headset Bluetooth Headset,3.7,1499.0,426.0,71% off,(35),ashron,1073.0
BHAVISHU i7s Truly Wireless Bluetooth in Ear Earbuds wi...,3.4,1299.0,375.0,71% off,(19),BHAVISHU,924.0
SYARA YWM_450P__ TWS _21 Earbuds Bluetooth Headset Blue...,,1599.0,579.0,63% off,,SYARA,1020.0
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,3.7,1999.0,599.0,70% off,"(1,877)",Aroma,1400.0
"JBL Wave Beam TWS, 32Hr Playtime, IP54, Smart Ambient &...",3.8,4999.0,4299.0,14% off,(122),JBL,700.0
TimbreSonic Pod Pro True Wireless Gaming Earbuds Blueto...,4.2,3699.0,1169.0,68% off,(50),TimbreSonic,2530.0
"truke BTG3 Earbuds with Game Mode, 48H Playtime, ENC, 5...",3.8,2999.0,1299.0,56% off,"(18,919)",truke,1700.0
"Noise Air Buds Mini with 15 Hours Playtime, Tru Bass Te...",3.9,2999.0,999.0,66% off,"(2,07,670)",Noise,2000.0
Jabra Elite 4 Active with Active Noise Cancellation Blu...,4.2,10999.0,6999.0,36% off,(763),Jabra,4000.0
"Usmart ProBassBuds Bluetooth TWS Wireless Low Latency,C...",3.6,4999.0,530.0,89% off,(292),Usmart,4469.0
TRUETAG Earbuds M19 PRO with Power Bank Upto 150 Hours ...,2.8,4999.0,789.0,84% off,(12),TRUETAG,4210.0
Tunifi F9 Earbuds Upto 48 Hours Playtime with ASAP Char...,3.8,7999.0,799.0,90% off,(414),Tunifi,7200.0
"DIZO Buds Z Pro, with Active Noise Cancellation(ANC) (b...",3.8,3999.0,2999.0,25% off,"(4,863)",DIZO,1000.0
LEAF Dots 2 Bluetooth Headset,4.1,2999.0,1499.0,50% off,(99),LEAF,1500.0
"boAt Airdopes 115 with ENx & Beast Mode, upto 24 Hrs Pl...",4,2990.0,1599.0,46% off,"(28,241)",boAt,1391.0
"Noise Air Buds Mini with 15 Hours Playtime, Tru Bass Te...",3.9,2999.0,999.0,66% off,"(2,07,670)",Noise,2000.0
Life Like M10 TWS 1200 mAh Power Bank Charging Box EarB...,3.8,2499.0,675.0,72% off,"(2,206)",Life,1824.0
Microflash Air Buds-D79 Upto 30Hrs Playback 13mm Driver...,3.7,2499.0,810.0,67% off,(71),Microflash,1689.0
ISYSGO Wireless Earphones High Quality Tws Earbuds Ster...,,1880.0,828.0,55% off,,ISYSGO,1052.0
Boult Audio AirBass GearPods with 32H Playtime Bluetoot...,3.7,5999.0,1099.0,81% off,"(1,30,230)",Boult,4900.0
Shubham Agency Earbuds M19 TWS 5.1 LED Digital Display ...,4,2199.0,610.0,72% off,(133),Shubham,1589.0
DigiClues Earbuds M19 with Power-Bank Bluetooth Headset,3.3,4999.0,854.0,82% off,(19),DigiClues,4145.0
NKL Smooth LED Display EarBuds Wireless Bluetooth With ...,,2199.0,799.0,63% off,,NKL,1400.0
"Boult Audio Airbass Z35 with ZEN ENC Mic, 32H Playtime,...",4.1,2999.0,1299.0,56% off,"(8,665)",Boult,1700.0
HOCO EW04 Wireless Bluetooth 5.1 Earphone with Charging...,,3595.0,3099.0,13% off,,HOCO,496.0
"Usmart AirJams Gamex Pro with ENC HD+ Calling, Deep Bas...",4.7,1499.0,999.0,33% off,(3),Usmart,500.0
CIHYARD CH-2 VERY POWERFUL BASS BOOSTED MINI (BLUE) AIR...,3.7,2399.0,806.0,66% off,(110),CIHYARD,1593.0
Aroma NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,3.7,1999.0,599.0,70% off,"(1,512)",Aroma,1400.0
Kuchu i12 Earpods Bluetooth Wireless Earbuds Bluetooth ...,3.7,895.0,426.0,52% off,(855),Kuchu,469.0
Accruma TWSI7 Wireless Twins Lite Weight Portable Wirel...,,899.0,387.0,56% off,,Accruma,512.0
CRISPLN N21 Bluetooth 5.2 Earphone Waterproof Wireless ...,,1999.0,799.0,60% off,,CRISPLN,1200.0
"Boult Audio Airbass Z35 with ZEN ENC Mic, 32H Playtime,...",4.1,2999.0,1299.0,56% off,"(8,665)",Boult,1700.0
TRUETAG Headphone Earbuds M90 PRO with Power Bank Upto ...,5,4999.0,799.0,84% off,(3),TRUETAG,4200.0
STREAKIST M19 Wireless Touch Control Digital Display Ea...,,1899.0,699.0,63% off,,STREAKIST,1200.0
KIMTOK True Wireless Bluetooth 5.1 in Ear Earbuds with ...,5,1999.0,999.0,50% off,(8),KIMTOK,1000.0
Boult Audio Airbass X50 Wireless Earphone / X50 Bluetoo...,4.1,4999.0,1499.0,70% off,"(13,568)",Boult,3500.0
Tecno Minipod M1 Bluetooth Headset,3.8,1599.0,699.0,56% off,(20),Tecno,900.0
THE PLUGGED M10 TWS Earbuds Wireless Bluetooth 5.1 Ster...,4.2,1999.0,643.0,67% off,(28),THE,1356.0
NP SERIES New Edition TWS M19 Gaming Earbuds Bluetooth5...,,2199.0,689.0,68% off,,NP,1510.0
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,3.7,1999.0,599.0,70% off,"(1,877)",Aroma,1400.0
FIT FOREST GRACEFULLY CRAFTED M19 Headsets Earphones Wi...,,1299.0,725.0,44% off,,FIT,574.0
realme Buds Air 2 with Active Noise Cancellation (ANC) ...,4.1,4999.0,3299.0,34% off,"(1,31,240)",realme,1700.0
Accruma TWSI7 Wireless Twins Lite Weight Portable Wirel...,3,899.0,384.0,57% off,(20),Accruma,515.0
"Noise Air Buds Mini with 15 Hours Playtime, Tru Bass Te...",3.9,2999.0,999.0,66% off,"(2,07,670)",Noise,2000.0
TRUETAG New-BBD-L21 TWS Wireless Earphones Bluetooth He...,,1499.0,649.0,56% off,,TRUETAG,850.0
"SAULT Airplugs 2X Waterproof IP57, 13mm driver immersiv...",3.9,2999.0,1299.0,56% off,(15),SAULT,1700.0
Raman Sales Exclusive edition TWS M19 Wireless Bluetoot...,3.8,2799.0,699.0,75% off,(5),Raman,2100.0
Aroma NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,3.7,1999.0,599.0,70% off,"(1,877)",Aroma,1400.0
CRISPLN Premium TWS L21 True HIFI Bluetooth Earbuds Wir...,,1999.0,464.0,76% off,,CRISPLN,1535.0
Accruma Exclusive Edition M19 Wireless Headphone with P...,,1999.0,687.0,65% off,,Accruma,1312.0
Ucool SoulPods 50 Hours Playtime Gaming Bluetooth ENC T...,4,3499.0,799.0,77% off,"(2,975)",Ucool,2700.0
Tunifi F9 Earbuds Upto 48 Hours Playtime with ASAP Char...,3.8,7999.0,799.0,90% off,(414),Tunifi,7200.0
Hammer KO 2.0 Truly Wireless Earbuds Bluetooth Headset,3.9,9999.0,2399.0,76% off,(300),Hammer,7600.0
Tunifi Earbuds T-2 Upto 48 Hours Playback with ASAP Cha...,3.6,4499.0,799.0,82% off,(34),Tunifi,3700.0
"UPOZA Earbuds Gaming TWS with 10mm Drivers, 40Hrs Playb...",3.2,7999.0,749.0,90% off,(218),UPOZA,7250.0
"Noise Air Buds Mini with 15 Hours Playtime, Tru Bass Te...",3.9,2999.0,999.0,66% off,"(2,07,670)",Noise,2000.0
